id_practica;nombre_practica;proposito;tipo;apto_para;descripcion_concreta;redactado;preguntas;ejemplo_inicial;ejemplo_primaria;ejemplo_secundaria;ejemplo_multigrado
141;Pregunta intrigante;Motivacion;Por Curiosidad;;Se lanza una pregunta que despierta asombro y no tiene respuesta obvia.;Se lanza una pregunta que despierta asombro y no tiene respuesta obvia.;¿Qué creen? ¿Cómo explicarían eso? ¿Por qué será?;"Tema: La lluvia. 

Descripción: ""¿Por qué llueve? ¿De dónde sale tanta agua?""";"Tema: El arcoíris. 

Descripción: ""¿Por qué el arcoíris tiene colores y siempre en el mismo orden? ¿Alguien sabe?""";"Tema: Física cuántica (divulgación). 

Descripción: ""¿Sabían que un átomo es 99.9% espacio vacío? Entonces, ¿por qué las cosas son sólidas? ¿Cómo es posible?""";"Tema: Fenómenos naturales. 

Descripción: ""¿Por qué el cielo es azul?"" Los pequeños: ""porque Dios lo pintó"". Los grandes: hipótesis. La pregunta intriga a todos."
142;Dato sorprendente;Motivacion;Por Curiosidad;;Se comparte un hecho insólito, curioso o estadístico que rompe expectativas.;Se comparte un hecho insólito, curioso o estadístico que rompe expectativas.;¿Les parece increíble? ¿Cómo creen que es posible?;"Tema: Animales. 

Descripción: ""¿Sabían que las hormigas pueden cargar hasta 50 veces su peso? ¡Como si ustedes cargaran un carro!""";"Tema: El cuerpo humano. 

Descripción: ""¿Sabían que el estómago renueva su capa de mucosa cada semana para no digerirse a sí mismo? ¡Increíble!""";"Tema: Astronomía. 

Descripción: ""¿Sabían que existe una estrella tan grande que si la pusiéramos donde está el Sol, su superficie llegaría hasta Saturno? ¿Cómo se llama? ¿Cómo la estudian?""";"Tema: Curiosidades animales. 

Descripción: Dato: ""El calamar gigante tiene ojos del tamaño de un plato"". Los pequeños dibujan, los grandes investigan por qué."
143;Fenómeno observable;Motivacion;Por Curiosidad;;Se muestra algo que ocurre y no tiene explicación inmediata para los estudiantes.;Se muestra algo que ocurre y no tiene explicación inmediata para los estudiantes.;¿Qué acaba de pasar? ¿Por qué creen que sucedió eso?;"Tema: Flotabilidad. 

Descripción: (Pone una piedra en agua → se hunde. Un corcho → flota). ""¿Por qué unas cosas flotan y otras no?""";"Tema: Electricidad estática. 

Descripción: (Frota un globo en el cabello y lo acerca a papelitos, estos saltan). ""¿Cómo es posible que el globo atraiga el papel sin tocarlo?""";"Tema: Física - Presión atmosférica. 

Descripción: (Experimento del huevo entrando en una botella con fuego). ""¿Qué fuerza empujó el huevo hacia adentro? ¿Dónde estaba esa fuerza antes?""";"Tema: Experimentos simples. 

Descripción: Experimento de flotabilidad. Los pequeños prueban objetos, los grandes explican el principio de densidad."
144;Objeto misterioso;Motivacion;Por Curiosidad;;Se muestra un objeto extraño o desconocido para que especulen sobre su origen y función.;Se muestra un objeto extraño o desconocido para que especulen sobre su origen y función.;¿Qué será? ¿Para qué servirá? ¿De dónde vendrá?;"Tema: Oficios antiguos. 

Descripción: (Muestra una plancha antigua de carbón). ""¿Alguien sabe qué es esto? ¿Para qué se usaba?""";"Tema: Historia. 

Descripción: (Muestra una piedra de moler). ""Esto lo usaban nuestros antepasados. ¿Para qué creen que servía? ¿Cómo funcionaba?""";"Tema: Arqueología. 

Descripción: (Réplica de una herramienta precolombina). ""Este objeto fue encontrado en una excavación. Como arqueólogos, ¿qué pueden inferir sobre la cultura que lo creó?""";"Tema: Objetos antiguos. 

Descripción: Objeto común (molino de mano). Los pequeños lo tocan, los grandes explican su función histórica."
145;Imagen intrigante;Motivacion;Por Curiosidad;;Fotografía o ilustración que muestra algo que no se explica por sí mismo.;Fotografía o ilustración que muestra algo que no se explica por sí mismo.;¿Qué está pasando aquí? ¿Qué ven que les hace decir eso?;"Tema: Animales. 

Descripción: (Foto de un camaleón cambiando de color). ""¿Qué le pasa a este animal? ¿Por qué cambia de color?""";"Tema: Naturaleza. 

Descripción: (Foto de un desierto florido). ""¿Cómo es posible que un desierto, donde casi no llueve, se llene de flores?""";"Tema: Física - Ilusiones ópticas. 

Descripción: (Imagen de una ilusión óptica famosa). ""Miren esta imagen. ¿Qué ven? ¿Y ahora? ¿Por qué nuestro cerebro ve cosas que no están?""";"Tema: Imágenes sorprendentes. 

Descripción: Imagen de un camaleón. Los pequeños describen colores, los grandes explican la función del camaleón."
146;Producto final atractivo;Motivacion;Por Creación;;Se muestra o describe el producto interesante que crearán al final.;Se muestra o describe el producto interesante que crearán al final.;¿Les gustaría aprender a hacer esto? ¿Se imaginan creando algo así?;"Tema: Manualidades. 

Descripción: (Muestra un títere de calcetín terminado). ""¿Quieren aprender a hacer sus propios títeres para jugar?""";"Tema: Escritura. 

Descripción: ""Al final de esta unidad, cada uno habrá escrito su propio cuento ilustrado. Lo leeremos en familia. ¿Les gusta la idea?""";"Tema: Robótica. 

Descripción: (Muestra un robot simple hecho con Arduino). ""Al final del proyecto, cada grupo habrá construido un robot que sigue líneas. ¿Se animan al desafío?""";"Tema: Manualidades. 

Descripción: Producto final común: títeres. Los pequeños decoran, los grandes cosen y arman. Todos participan."
147;Exposición o muestra;Motivacion;Por Creación;;Saber que su trabajo será expuesto o mostrado a otros (familias, otros cursos).;Saber que su trabajo será expuesto o mostrado a otros (familias, otros cursos).;¿Qué les gustaría mostrar a sus familias? ¿Cómo quieren que los vean?;"Tema: Dibujo. 

Descripción: ""Vamos a hacer dibujos tan bonitos que los pondremos en la pared para que todos los vean.""";"Tema: Experimentos. 

Descripción: ""Haremos una feria de ciencias al final del mes. Cada grupo presentará su experimento a los padres y otros cursos.""";"Tema: Proyectos de investigación. 

Descripción: ""Realizaremos una investigación sobre problemas ambientales locales y presentaremos nuestros hallazgos en un foro abierto a la comunidad.""";"Tema: Exposición. 

Descripción: Todos preparan algo para la exposición familiar. Pequeños: dibujos. Grandes: maquetas o escritos. Todos expondrán."
148;Publicación real;Motivacion;Por Creación;;Su trabajo tendrá un medio de publicación real (periódico mural, blog, redes).;Su trabajo tendrá un medio de publicación real (periódico mural, blog, redes).;¿Quieren que otros vean lo que hacemos? ¿Dónde podríamos publicarlo?;"Tema: Escritura. 

Descripción: ""Escribiremos cartas para los niños de otro grado y las entregaremos en persona.""";"Tema: Periódico escolar. 

Descripción: ""Vamos a crear una sección en el periódico mural del colegio con nuestras noticias y creaciones. Todo el colegio las leerá.""";"Tema: Blog o redes. 

Descripción: ""Crearemos un blog con nuestros análisis literarios. Lo compartiremos con otros colegios y recibiremos comentarios.""";"Tema: Publicación común. 

Descripción: Periódico mural. Los pequeños aportan dibujos, los grandes escriben artículos. Todos firman."
149;Regalo o aporte;Motivacion;Por Creación;;Lo que aprendan se convertirá en un regalo para alguien (familia, otro curso, comunidad).;Lo que aprendan se convertirá en un regalo para alguien (familia, otro curso, comunidad).;¿A quién le gustaría regalarle lo que hagan?;"Tema: Manualidades. 

Descripción: ""Vamos a hacer un regalo para el Día de la Madre. Algo hecho con nuestras propias manos.""";"Tema: Poesía. 

Descripción: ""Escribiremos poemas para los abuelitos de un hogar cercano. Los visitaremos para leerlos y alegrarles el día.""";"Tema: Música. 

Descripción: ""Prepararemos una presentación musical para la celebración del Día del Niño en un hospital. Nuestra música puede alegrar a otros.""";"Tema: Regalos. 

Descripción: Tarjetas para el Día de la Madre. Los pequeños dibujan, los grandes escriben mensajes. Todos regalan."
150;Concurso creativo;Motivacion;Por Creación;;Participarán en un concurso donde se premiará la creatividad y el esfuerzo.;Participarán en un concurso donde se premiará la creatividad y el esfuerzo.;¿Qué podríamos crear para sorprender al jurado?;"Tema: Dibujo. 

Descripción: ""Vamos a participar en el concurso de dibujo del Día del Niño. El mejor dibujo de la clase irá a la final.""";"Tema: Cuentos. 

Descripción: ""Concurso de cuentos cortos sobre el medio ambiente. Los mejores se publicarán en la revista escolar.""";"Tema: Innovación. 

Descripción: ""Concurso de proyectos de innovación escolar. El proyecto ganador representará al colegio en la feria distrital.""";"Tema: Concurso adaptado. 

Descripción: Concurso de dibujo y cuento. Los pequeños dibujan, los grandes escriben. Categorías separadas."
151;Torneo por equipos;Motivacion;Por Competencia;;Competencia organizada con fases, puntuación y premio simbólico.;Competencia organizada con fases, puntuación y premio simbólico.;¿Cómo organizarán su equipo? ¿Qué estrategia usarán?;"Tema: Conteo. 

Descripción: ""Dos equipos. Voy mostrando dibujos con objetos. El equipo que diga primero cuántos hay, gana punto.""";"Tema: Geografía. 

Descripción: ""Torneo de capitales. Cada ronda, pregunto una capital. El equipo que acierta avanza. Final en la próxima clase.""";"Tema: Historia. 

Descripción: ""Torneo de preguntas históricas por equipos. Habrá eliminatorias, semifinales y final. El equipo ganador tendrá puntos extras.""";"Tema: Torneo mixto. 

Descripción: Equipos con pequeños y grandes. Preguntas de diferentes niveles. Todos aportan a su equipo."
152;Ranking de avance;Motivacion;Por Competencia;;Se lleva un registro público del progreso individual o grupal (sin humillar, solo motivando).;Se lleva un registro público del progreso individual o grupal (sin humillar, solo motivando).;¿Quién mejoró hoy? ¿Qué equipo avanzó más?;"Tema: Lectura. 

Descripción: ""Vamos a tener un 'termómetro de lectura'. Cada libro que leamos, subimos la temperatura.""";"Tema: Tablas. 

Descripción: ""Cada vez que aprendas una tabla nueva, pondremos una estrella en tu gráfico de avance.""";"Tema: Proyecto. 

Descripción: ""Tablero de avance del proyecto. Cada hito cumplido (investigación, diseño, prototipo) se marca. Vemos quién va adelante.""";"Tema: Avance común. 

Descripción: Gráfico colectivo. Todos aportan. Los pequeños ven su avance en imágenes, los grandes en números."
153;Logros o insignias;Motivacion;Por Competencia;;Se obtienen reconocimientos simbólicos al alcanzar ciertos logros.;Se obtienen reconocimientos simbólicos al alcanzar ciertos logros.;¿Qué logro quieres obtener hoy? ¿Qué insignia te gustaría ganar?;"Tema: Hábitos. 

Descripción: ""El que hoy se coma toda la comida, gana la insignia del 'súper come todo'.""";"Tema: Matemáticas. 

Descripción: ""Insignia del 'multiplicador experto' para quien complete todas las tablas. Insignia del 'resuelve problemas' para quien resuelva 10 problemas.""";"Tema: Investigación. 

Descripción: ""Insignias: 'Detective de fuentes' (por encontrar información confiable), 'Analista crítico' (por buen análisis), 'Comunicador efectivo' (por buena exposición).""";"Tema: Logros para todos. 

Descripción: Insignias por nivel. Pequeños: ""Ayudante"", ""Compartidor"". Grandes: ""Investigador"", ""Escritor""."
154;Modelo cercano;Motivacion;Por Identificación;;Alguien similar a ellos (edad, contexto) que ha logrado algo con ese conocimiento.;Alguien similar a ellos (edad, contexto) que ha logrado algo con ese conocimiento.;¿Cómo creen que lo logró? ¿Qué habrá hecho para llegar hasta ahí?;"Tema: Lectura. 

Descripción: ""Juanito, del otro salón, ya lee cuentos solo. ¿Creen que ustedes también pueden?""";"Tema: Deportes. 

Descripción: ""Mariana, una estudiante de nuestro colegio, ganó una competencia de matemáticas. Ella dice que lo que más le gusta son los desafíos.""";"Tema: Emprendimiento. 

Descripción: ""Carlos, un exalumno, creó su propia empresa de tecnología a los 22 años. Dice que lo que aprendió en esta materia fue clave. Vamos a ver una entrevista.""";"Tema: Ejemplos cercanos. 

Descripción: Mostrar un niño de la comunidad que sabe leer. Los pequeños quieren imitarlo, los grandes ven que es posible."
155;Personaje inspirador;Motivacion;Por Identificación;;Figura conocida (real o ficticia) que representa valores relacionados con el aprendizaje.;Figura conocida (real o ficticia) que representa valores relacionados con el aprendizaje.;¿Qué admiran de este personaje? ¿Qué podemos aprender de él o ella?;"Tema: Esfuerzo. 

Descripción: ""¿Conocen a la Hormiguita? Trabaja mucho para guardar comida. Así debemos esforzarnos nosotros.""";"Tema: Superación. 

Descripción: ""Stephen Hawking fue un científico famoso que a pesar de su enfermedad, nunca dejó de preguntarse cómo funciona el universo.""";"Tema: Liderazgo. 

Descripción: ""Malala Yousafzai arriesgó su vida por defender la educación de las niñas. ¿Qué podemos aprender de su historia?""";"Tema: Personajes variados. 

Descripción: Personaje inspirador para todos. Pequeños dibujan, grandes escriben qué aprenden de él/ella."
156;Historia personal del docente;Motivacion;Por Identificación;;El docente comparte su propia experiencia con el tema.;El docente comparte su propia experiencia con el tema.;Cuando yo era pequeño, también me preguntaba... ¿A ustedes les pasa?;"Tema: Miedo. 

Descripción: ""Cuando yo era pequeño, le tenía miedo a la oscuridad. Pero un día descubrí algo que me ayudó...""";"Tema: Dificultades. 

Descripción: ""A mí también se me dificultaban las fracciones. Pero un día encontré un truco que me ayudó. ¿Quieren que les cuente?""";"Tema: Vocación. 

Descripción: ""Yo elegí ser profesor porque un día, en el colegio, un maestro me hizo amar esta materia. Les quiero contar esa historia.""";"Tema: Conexión personal. 

Descripción: El docente cuenta una historia personal. Todos escuchan. Los pequeños dibujan la historia, los grandes reflexionan."
157;Referentes culturales juveniles;Motivacion;Por Identificación;;Se conecta con personajes, canciones, memes o situaciones de la cultura juvenil.;Se conecta con personajes, canciones, memes o situaciones de la cultura juvenil.;¿Conocen esto? ¿Qué relación puede tener con nuestro tema?;"Tema: Emociones. 

Descripción: ""¿Conocen a 'Intensamente'? ¿Qué emociones aparecen en la película?""";"Tema: Valores. 

Descripción: ""En Spider-Man, el tío Ben dice: 'Un gran poder conlleva una gran responsabilidad'. ¿Qué significa eso para nosotros?""";"Tema: Física. 

Descripción: ""En la película 'Interestelar', viajan a través de un agujero de gusano. ¿Qué dice la ciencia real sobre esto? ¿Es posible?""";"Tema: Cultura popular. 

Descripción: Personaje conocido por todos (Peppa Pig, Spider-Man). Los pequeños dibujan, los grandes analizan valores o conceptos."
158;Problema detectado en el aula;Motivacion;Por Necesidad Real;;Situación concreta que están viviendo y requiere solución.;Situación concreta que están viviendo y requiere solución.;¿Cómo podríamos solucionar esto entre todos?;"Tema: Convivencia. 

Descripción: ""Últimamente hay peleas en el recreo. Necesitamos aprender formas de resolver conflictos sin pelear.""";"Tema: Organización. 

Descripción: ""Perdemos mucho tiempo recogiendo materiales. ¿Podemos aprender formas de organizarnos mejor?""";"Tema: Comunicación. 

Descripción: ""Hay malentendidos frecuentes en los trabajos en grupo. Vamos a aprender técnicas de comunicación asertiva para mejorar.""";"Tema: Necesidad común. 

Descripción: Problema: peleas en el recreo. Todos participan en buscar soluciones según su edad."
159;Emergencia o urgencia contextual;Motivacion;Por Necesidad Real;;Situación externa que afecta a la comunidad y requiere conocimiento.;Situación externa que afecta a la comunidad y requiere conocimiento.;¿Qué podemos hacer nosotros? ¿Cómo podemos ayudar?;"Tema: Cuidado. 

Descripción: ""Hay un compañero enfermo en el hospital. ¿Qué podemos aprender para hacerle sentir mejor?""";"Tema: Desastre natural. 

Descripción: ""Hubo una inundación cerca. Necesitamos aprender qué hacer en emergencias para estar preparados.""";"Tema: Salud pública. 

Descripción: ""Hay una epidemia de dengue en la región. Necesitamos investigar cómo se transmite, cómo prevenirlo y cómo informar a la comunidad.""";"Tema: Emergencia. 

Descripción: Emergencia común (ej. inundación). Los pequeños aprenden números de emergencia, los grandes diseñan plan de prevención."
160;Pregunta existencial;Motivacion;Por Necesidad Real;;Pregunta profunda sobre la vida, la muerte, el sentido, que conecta con lo humano.;Pregunta profunda sobre la vida, la muerte, el sentido, que conecta con lo humano.;¿Alguna vez se han preguntado...? ¿Qué creen ustedes?;"Tema: Cuidado. 

Descripción: ""¿Por qué tenemos que cuidar a los abuelitos?""";"Tema: Muerte. 

Descripción: ""¿Alguna vez han perdido a una mascota? ¿Por qué duele? ¿Qué pasa cuando algo muere?""";"Tema: Filosofía. 

Descripción: ""¿Qué sentido tiene la vida? ¿Para qué estamos aquí? Preguntas que la humanidad siempre se ha hecho.""";"Tema: Preguntas profundas. 

Descripción: Pregunta común: ""¿Por qué existen los sueños?"" Pequeños: cuentan sus sueños. Grandes: buscan explicaciones."
161;Falso dilema;Motivacion;Por Identificación;;Se plantea una situación de elección imposible que genera discusión y necesidad de saber más.;Se plantea una situación de elección imposible que genera discusión y necesidad de saber más.;¿Qué elegirían? ¿Por qué? ¿Qué necesitarían saber para decidir mejor?;"Tema: Preferencias. 

Descripción: ""¿Qué es mejor: ser muy fuerte o muy rápido? ¿Por qué?""";"Tema: Dilema ético simple. 

Descripción: ""Encuentras una billetera en la calle con dinero. ¿Te la quedas o la devuelves? ¿Qué harías?""";"Tema: Dilema bioético. 

Descripción: ""Si pudieras curar una enfermedad, pero solo una, ¿curarías el cáncer o el Alzheimer? ¿En qué te basas para decidir?""";"Tema: Dilemas simples. 

Descripción: ""¿Es mejor tener un perro o un gato?"" Pequeños: eligen por gusto. Grandes: argumentan con razones."
162;Video emotivo;Motivacion;Por Emoción;;Cortometraje o video que genera conexión emocional con el tema.;Cortometraje o video que genera conexión emocional con el tema.;¿Qué sintieron? ¿Qué parte les llegó al corazón?;"Tema: Amistad. 

Descripción: (Video de animales ayudándose). ""¿Qué sintieron al ver cómo se ayudaban?""";"Tema: Inclusión. 

Descripción: (Cortometraje ""Cuerdas""). ""Sin hablar aún, escriban en una palabra lo que sintieron.""";"Tema: Valores. 

Descripción: (Discurso de Steve Jobs en Stanford). ""Escuchen con atención. ¿Qué mensaje les deja? ¿Cómo aplica a sus vidas?""";"Tema: Emociones. 

Descripción: Video emotivo para todos. Pequeños dibujan lo que sintieron. Grandes escriben una reflexión."
163;Música evocadora;Motivacion;Por Emoción;;Canción que conecta emocionalmente con el tema.;Canción que conecta emocionalmente con el tema.;¿Qué les hace sentir esta música? ¿Qué les recuerda?;"Tema: Alegría. 

Descripción: (Música alegre). ""¿Cómo nos sentimos con esta música? ¿Qué ganas nos dan?""";"Tema: Identidad. 

Descripción: (Canción folclórica regional). ""¿Qué sienten al escuchar esta canción? ¿A qué les suena?""";"Tema: Épocas históricas. 

Descripción: (Canción de protesta de los 70). ""Escuchen la letra. ¿Qué emociones transmite? ¿Qué contexto histórico refleja?""";"Tema: Música. 

Descripción: Todos escuchan. Pequeños bailan o dibujan. Grandes analizan letra y contexto."
164;Clima de aula positivo;Motivacion;Por Emoción;;Ambiente de confianza y respeto donde el error es permitido.;Ambiente de confianza y respeto donde el error es permitido.;Aquí podemos equivocarnos, así aprendemos.;"Tema: Confianza. 

Descripción: ""Todos podemos equivocarnos. Lo importante es intentarlo.""";"Tema: Participación. 

Descripción: ""No tengan miedo de responder. Aquí nadie se burla, todos aprendemos.""";"Tema: Debate respetuoso. 

Descripción: ""Podemos tener opiniones diferentes. Lo importante es escuchar y argumentar con respeto.""";"Tema: Clima seguro. 

Descripción: Normas de respeto construidas entre todos. Pequeños y grandes las conocen y las practican."
